Trial values;Aciertos;Fallos;Recompensa minima;Recompensa maxima;Puntuación maxima;Tiempo de respuesta min;Tiempo de respuesta maximo;Tiempo total de la prueba;Distancia al jugador de los objetos.;Numero de piezas;Ratio de aparición de los objetos en el juego.;Ratio de recompensa de los objetos.;Tamaño de los objetos.
3006;17;10;0.121301775;0.344635108;0.514112422;141.6;596.502642;14199.28551;0.32825412;27.10873381;0.8;0.577968441;0.412662934
3007;0;38;0.116207279;0.339540613;-12.90254329;35.4;749.7988707;33786.80493;0.58668859;37.73605278;0.2;0.572873946;0.328794224
3008;12;21;0.210899951;0.477566618;-5.898099562;213;1212.948085;28184.55199;0.628077293;32.84286457;1;0.744233285;0.124721274
3009;7;35;0.044643686;0.267977019;-8.285023205;44.4;500.1107495;32694.97742;0.448360024;41.75408954;0.2;0.501310353;0.499123005
3010;0;38;0.001;0.209315208;-7.953977908;63.6;340.1858493;17158.00036;0.365770366;37.94427687;0.4;0.475981875;-0.026296968
3011;4;55;0.062987299;0.286320632;-15.0490189;75;647.5790947;80224.18578;0.47560839;58.63681294;0.1;0.519653965;0.459749231
3012;28;9;0.303056856;0.52639019;6.874746936;189;1101.933793;30529.31453;0.303724515;37.16371087;1;0.759723523;0.341820804
3013;20;23;0.001;0.118307265;-1.527994439;91.5;399.900068;19873.15604;0.424031966;43.14277205;0.5;0.351640598;0.570719098
3014;11;19;0.224007966;0.4473413;-4.807063729;120.6;543.135886;15433.76999;0.469874781;29.77844915;0.6;0.680674633;0.394026259
3015;41;9;0.185721188;0.359054521;7.936411353;189;811.6563398;33375.3261;0.197975359;49.99728474;0.9;0.525721188;0.43608178
3016;3;30;0.200193474;0.423526807;-11.7702238;81;559.7004522;44197.74843;0.536632208;33.4588283;0.1;0.656860141;0.554548673
3017;6;36;0.245799339;0.469132672;-14.74398017;74.4;302.9950117;18582.0552;0.642616634;42.03053478;0.4;0.702466006;0.458693598
3018;34;12;0.078223286;0.294889953;2.804245622;180;1255.148354;41890.41256;0.623409758;46.18619902;1;0.478223286;0.642394496
3019;12;30;0.142991755;0.366325088;-7.933851583;52.2;350.3846776;22892.25655;0.409899539;42.06606392;0.3;0.599658421;0.524831574
3020;16;25;0.338397956;0.56173129;-6.842248273;130.2;491.8853585;19224.40136;0.617852157;40.96708559;0.7;0.795064623;0.45035717
3021;28;8;0.10502149;0.321688157;3.400429804;148.5;820.8039332;23546.23949;0.425282548;35.58244437;0.9;0.50502149;0.616599496
3022;25;13;0.090665108;0.330665108;0.967981299;138.6;504.6794021;18637.29965;0.286687341;38.10970016;0.7;0.513998442;0.510104487
3023;10;26;0.001;0.187418992;-3.930798839;42.6;486.2577184;27813.33137;0.414938866;35.52124059;0.2;0.420752326;0.595483011
3024;13;12;0.001;0.128404802;-0.699726413;126;616.9883703;13568.08736;0.400267391;24.95343641;0.7;0.361738136;0.411194143
3025;14;30;0.001;0.028863467;-0.65685974;48.6;210.7730375;20550.71435;0.480261483;43.78417412;0.3;0.2121968;0.621147873
3026;25;21;0.001;0.222714269;-1.880571283;121.8;600.2517795;24462.51607;0.486210741;45.58689334;0.7;0.456047602;0.540072895
3027;5;11;0.001;0.126622252;-1.073789141;91.5;538.5051167;21161.16993;0.286551245;15.8646258;0.1;0.309955585;0.588083321
3028;10;19;0.070065922;0.293399256;-3.757259967;63.6;284.7087115;12546.63535;0.478172737;29.00629257;0.4;0.526732589;0.580432842
3029;23;21;0.287013881;0.460347215;-1.072638904;84;572.243487;24580.5744;0.183291707;44.18058832;0.5;0.627013881;0.422791866
3030;23;13;0.001;0.132857721;-0.187786582;141;1110.011951;28749.73964;0.583531365;36.07765153;1;0.366191055;0.493387385
3031;29;9;0.008995748;0.225662415;1.371581635;153.6;513.3357628;18519.62131;0.401888433;38.13215742;0.8;0.408995748;0.65482892
3032;0;37;0.001;0.001;-0.037;36.6;661.5573071;31482.30849;0.684318404;37.13279661;0.2;0.232442744;0.467891379
3033;0;40;0.18425103;0.407584364;-16.30337454;32.4;699.7064949;34750.80334;0.684281164;40.21734687;0.2;0.640917697;0.479824699
3034;20;16;0.14132135;0.357988017;-0.734714601;146.4;593.9414113;18774.921;0.677606187;35.81057658;0.8;0.54132135;0.663118184
3035;9;21;0.073851299;0.297184632;-4.571215584;37.8;649.6270356;26166.30821;0.318726424;30.36721453;0.2;0.530517965;0.523836416
3036;9;26;0.001;0.001;-0.017;51.3;292.0469616;17887.69439;0.446184772;34.89410169;0.3;0.216704182;0.520117703
3037;8;33;0.42161534;0.638282006;-16.82371682;84;537.5461521;53935.3397;0.465098048;40.77369743;0.1;0.82161534;0.631707184
3038;0;33;0.088642335;0.345309002;-11.39519706;60.3;288.8357855;16845.7041;0.755495012;33.25489091;0.3;0.611975669;0.36889131
3039;17;0;0.116383978;0.266383978;3.253527618;243;1191.131876;15727.66574;0.350446217;17.29314559;1;0.433050644;0.765256772
3040;16;27;0.001;0.078408137;-1.4817546;90;631.3853752;23711.19024;0.631336784;43.14380357;0.6;0.31174147;0.542636593
3041;10;12;0.192698423;0.416031756;-1.948730179;108;583.7208925;12538.90623;0.439249513;21.94662648;0.5;0.64936509;0.580116862
3042;21;18;0.06266233;0.285995663;-1.48701301;177;1124.087936;31598.78138;0.532481236;39.27310801;1;0.519328997;0.283199933
3043;6;28;0.350632209;0.573965542;-13.29724193;93.6;224.7661412;11179.46908;0.71981361;34.18170042;0.6;0.807298876;0.379416453
3044;2;31;0.001;0.105263866;-3.156915967;34.8;562.5554305;26444.65454;0.663131496;32.91966215;0.2;0.338597199;0.541491488
3045;8;8;0.060096818;0.283430151;-0.893333333;122.4;517.1309096;8116.109119;0.424929397;15.9245456;0.6;0.516763484;0.506389101
3046;5;17;0.001;0.146065893;-2.115455443;88.5;572.1989436;29831.2711;0.285131032;22.28339588;0.1;0.329399226;0.469054644
3047;7;36;0.030550176;0.25388351;-8.144288443;54.9;306.6326071;22437.02166;0.54360978;43.38905873;0.3;0.487216843;0.458969774
3048;16;11;0.001;0.113395731;-0.332187194;138.6;484.9712759;12903.29691;0.330138809;27.3225549;0.7;0.346729065;0.458828201
3049;9;18;0.001;0.001;-0.009;78;375.5593416;13056.7216;0.407619751;26.53606492;0.4;0.21946453;0.502353062
3050;6;15;0.27298711;0.51298711;-5.336883992;47.7;220.6818925;9950.077223;0.271208617;21.04992279;0.3;0.696320444;0.36532474
3051;0;18;0.001;0.149261896;-2.686714119;31.8;599.6269829;14499.10732;0.626357441;17.63252895;0.2;0.382595229;0.362875114
3052;17;20;0.315206593;0.465206593;-2.670619778;41.4;283.3319549;18945.50509;0.491781021;37.37714555;0.3;0.631873259;0.841405987
3053;0;52;0.001;0.188823661;-9.818830393;81;466.464114;66548.85018;0.798805063;52.31478321;0.1;0.455490328;0.513665212
3054;0;21;0.001;0.114966806;-2.414302931;31.8;676.8776571;17775.19686;0.635106743;20.66816291;0.2;0.34830014;0.415459145
3055;15;20;0.107653703;0.32432037;-3.24660185;129.6;551.4179014;18375.7407;0.653643558;34.58531318;0.6;0.507653703;0.679587879
3056;20;27;0.001;0.211541687;-3.586208683;170.1;767.0754183;28564.11285;0.71009188;46.96336777;0.9;0.444875021;0.392418727
3057;18;7;0.001;0.089348578;0.187697156;168;976.6237676;18497.2005;0.500533213;25.21199929;1;0.322681911;0.51619998
3058;5;15;0.04218586;0.265519194;-3.21352527;86.4;599.6791212;10410.90724;0.681316681;19.50549949;0.6;0.498852527;0.457065666
3059;3;5;0.001;0.2142694;-0.7484429;73.5;397.4958546;3597.474685;0.2968982;8.015089105;0.5;0.397602733;0.359716958
3060;4;31;0.210455511;0.433788845;-12.15896547;97.5;650.0532795;48107.64785;0.514006456;34.76868882;0.1;0.667122178;0.572155836
3061;10;19;0.055447556;0.27878089;-3.625694674;159.3;771.4858899;17416.15523;0.662338024;29.10759719;0.9;0.512114223;0.266302072
3062;9;45;0.212161069;0.428827736;-16.41279848;35.4;740.7026742;48864.18003;0.626243203;54.26374465;0.2;0.612161069;0.66503087
3063;21;15;0.001;0.159538515;-0.707423318;105;479.1156878;16534.77185;0.572680546;36.04220052;0.7;0.342871848;0.68622044
3064;23;26;0.023694539;0.247027872;-3.309416951;117.6;609.6228509;26027.89645;0.518970917;48.52127632;0.7;0.480361206;0.470043382
3065;13;18;0.001;0.079156286;-0.903797285;145.8;941.7954834;21466.67301;0.688488177;30.69198323;0.9;0.312489619;0.393522832
3066;9;15;0.030267444;0.253600777;-2.526604665;129.6;546.4347278;11515.65561;0.614983415;23.94095845;0.8;0.486934111;0.351834406
3067;4;41;0.001;0.08019792;-3.125718895;39;478.0320297;34319.02719;0.573940233;44.94818102;0.2;0.313531254;0.50622027
3068;19;9;0.182594232;0.422594232;1.945942317;156;540.9389576;13980.254;0.284069068;27.65662856;0.8;0.605927565;0.433486613
3069;11;28;0.029927961;0.253261294;-5.533775335;115.5;320.6458566;14233.11193;0.59701913;38.56802026;0.7;0.486594628;0.292509245
3070;12;31;0.001;0.249628981;-6.234724517;105;185.7747876;14826.43533;0.788202421;42.58307608;0.5;0.466295647;0.69805026
3071;7;29;0.343654724;0.566988058;-13.25540394;102.6;422.5871421;15666.70052;0.652019409;35.81551929;0.6;0.800321391;0.317515828
3072;4;11;0.001;0.001;-0.007;93;581.6545956;8250.059571;0.694861578;14.82211403;0.5;0.209570144;0.563935624
3073;4;2;0.024236174;0.240902841;0.048472348;195;935.2031418;4343.938061;0.672179832;6.222270647;1;0.424236174;0.655391813
3074;26;17;0.090337003;0.240337003;0.213033031;92.4;753.3092426;26328.61034;0.574685197;42.82618611;0.7;0.40700367;0.73117298
3075;16;12;0.533100331;0.706433664;1.439067989;99;599.3156544;15376.97988;0.171582063;28.07477644;0.6;0.873100331;0.35010927
3076;27;1;0.251348604;0.424681937;8.701730371;159;710.4637821;16622.4885;0.07452746;28.03455283;1;0.591348604;0.442492037
3077;12;21;0.215937462;0.439270796;-5.29343716;87;236.7072938;12159.68866;0.609336009;33.23078686;0.5;0.672604129;0.598623395
3078;7;14;0.165198668;0.421865334;-3.851390675;177;928.11175;14293.04948;0.795613453;20.94103323;1;0.688532001;0.266992222
3079;5;32;0.001;0.140197849;-4.133336539;37.8;562.9532133;30098.71089;0.429697942;37.33201136;0.2;0.373531182;0.411737358
3080;27;5;0.011910027;0.228576694;2.103687266;159;724.3685849;19060.62365;0.43051371;32.33257322;1;0.411910027;0.602552537
3081;6;23;0.155192402;0.378525735;-7.104937494;70.8;188.116443;11125.54118;0.510964507;29.21802171;0.4;0.611859068;0.377507536
3082;37;13;0.180693524;0.330693524;5.161644571;139.2;664.0655769;28454.91964;0.517283176;49.62637541;0.8;0.49736019;0.77125898
3083;14;19;0.015080097;0.23841343;-2.755400484;119.7;589.8891178;17133.91829;0.580201518;32.80659822;0.7;0.471746764;0.480978538
3084;28;14;0.001;0.035961517;0.014;201;820.9544868;27584.00471;0.6159253;42.34519785;1;0.26929485;0.534596333
3085;0;14;0.091009727;0.31434306;-4.400802843;31.2;384.6848222;9736.091267;0.692938236;13.64979502;0.2;0.547676394;0.434260232
3086;28;15;0.100650651;0.250650651;1.158458467;91.8;622.2387635;24299.49722;0.41754034;43.31788881;0.6;0.417317318;0.716579599
3087;6;30;0.001;0.179590412;-4.845941131;45.6;329.4452883;24989.85728;0.548148075;36.07967625;0.2;0.412923746;0.591485055
3088;13;14;0.140453957;0.36378729;-1.815453957;72;249.8997698;10002.47123;0.338442961;27.07268608;0.5;0.597120624;0.5111524
3089;24;21;0.066604224;0.289937557;-1.810187328;126;291.9691974;17314.16177;0.343407412;45.37888344;0.6;0.523270891;0.493743854
3090;17;15;0.181610922;0.348277589;-0.720111489;99;468.392582;41391.87258;0.260337306;31.61278203;0.1;0.464944256;0.927354872
3091;9;13;0.349510256;0.572843589;-3.296374357;104.4;632.7655012;12363.19663;0.382285246;22.24166954;0.6;0.806176923;0.363902556
3092;0;39;0.109280485;0.375947152;-14.66193893;37.8;333.6640268;26610.20818;0.442959088;38.73331931;0.2;0.642613819;0.181954991
3093;12;26;0.186758465;0.410091799;-7.081285183;91.5;71.70544401;10607.67196;0.392362463;37.9568018;0.5;0.643425132;0.348960232
3094;18;14;0.133622225;0.283622225;-0.2155111;99;478.06437;15411.73449;0.566403877;32.48945845;0.6;0.450288892;0.724854569
3095;5;49;0.363903924;0.603903924;-27.17177264;90;424.2404576;68063.93796;0.255550959;53.99304532;0.1;0.787237257;0.286679109
3096;29;15;0.001;0.142888639;-0.056944319;151.2;924.4387385;31183.38703;0.534939566;44.42025917;0.9;0.376221972;0.54206233
3097;0;34;0.235737603;0.459070936;-15.60841183;38.4;292.5780263;22470.73074;0.747763881;33.68820859;0.2;0.69240427;0.226185617
3098;6;29;0.170625628;0.393958961;-9.731056101;80.4;460.6270423;18530.5967;0.658476756;35.20629271;0.4;0.627292294;0.513206917
3099;21;20;0.162052143;0.385385477;-1.959614523;156;1250.92929;35667.55061;0.620563038;41.15110784;1;0.61871881;0.345320431
3100;0;42;0.0396459;0.296312567;-12.4451278;102;358.4068072;51452.76686;0.767861827;41.78422391;0.1;0.562979233;0.435854696
3101;14;32;0.11049159;0.333824923;-7.572181945;70.8;306.5839224;20442.34352;0.520323888;45.59780575;0.4;0.567158256;0.535898731
3102;3;37;0.255589333;0.478922667;-16.61837067;54.9;282.3553136;20217.8589;0.515195798;40.18707566;0.3;0.712256;0.335948297
3103;22;20;0.001;0.146793036;-1.310137322;148.8;737.4504318;25333.54243;0.617438309;42.13739742;0.8;0.380126369;0.558342751
3104;19;11;0.001;0.001;0.008;113.4;-239.2637535;1415.903245;0.381361306;29.74416173;0.7;0.185637558;0.55226254
3105;16;17;0.001;0.158655595;-1.419900356;78;254.4982935;14109.04085;0.36672958;33.32888967;0.4;0.341988928;0.634552177
3106;19;6;0.125975075;0.349308409;2.419342647;168;1066.000742;19854.00474;0.414584878;24.55843699;1;0.582641742;0.505421404
3107;9;19;0.099046112;0.322379446;-4.228794456;60.3;221.6130667;13441.52015;0.334281363;28.02118505;0.3;0.555712779;0.483567406
3108;0;30;0.248121368;0.471454701;-14.14364103;82.5;465.4691543;37997.75119;0.548305905;29.77821388;0.1;0.704788034;0.395327646
3109;25;17;0.190732172;0.407398838;0.550857374;139.2;823.4877122;27441.5212;0.621264507;42.08544115;0.8;0.590732172;0.668863337
3110;20;11;0.065646166;0.215646166;0.440815493;126;676.606184;18130.30924;0.521690547;31.07578547;0.7;0.382312833;0.721423007
3111;19;23;0.121533029;0.344866362;-3.501132114;164.7;953.6848148;29888.11792;0.67500322;42.16196588;0.9;0.578199695;0.413200298
3112;24;9;0.001;0.057019534;0.183058603;192;1057.283083;26249.31429;0.59467323;32.70694174;1;0.240352868;0.632696669
3113;3;30;0.190873864;0.414207198;-11.51859434;47.7;336.0315174;17573.5505;0.699198227;33.42303343;0.3;0.647540531;0.544568015
3114;15;29;0.089679932;0.313013266;-6.057185718;126;679.1058771;24900.61328;0.673399892;43.71997327;0.7;0.546346599;0.4389902
3115;11;16;0.483921871;0.633921871;-3.994609354;61.2;316.0113136;14519.87941;0.4137043;27.33246335;0.3;0.800588537;0.700442257
3116;6;21;0.35534025;0.578673583;-9.35010375;100.5;481.303273;13422.38643;0.520529684;26.56294896;0.5;0.812006917;0.310968894
3117;18;15;0.058763284;0.275429951;-1.123710147;138.6;672.5210373;19104.30002;0.560886457;32.50954401;0.7;0.458763284;0.651979523
3118;7;23;0.031048095;0.254381429;-4.851769523;45;279.575431;15024.39239;0.539783514;29.89877226;0.3;0.487714762;0.590772196
3119;24;33;0.223255606;0.439922273;-6.559300456;62.4;319.8787113;25800.39834;0.460388541;56.83159572;0.4;0.623255606;0.658334489
3120;7;40;0.153092271;0.376425604;-13.20371161;62.4;375.9713763;22341.21419;0.650664785;47.14780759;0.4;0.609758938;0.467031413
3121;6;20;0.001;0.232914057;-3.956538977;178.2;952.3820708;18085.79548;0.845015105;25.74946809;0.9;0.499580724;0.255611954
3122;11;21;0.124412027;0.274412027;-3.569120271;51.3;348.4684318;17579.67244;0.608266839;32.40895782;0.3;0.441078694;0.804927337
3123;32;18;0.001;0.185854403;-0.355708806;198;1045.563719;39146.74249;0.435146644;49.84194634;1;0.419187736;0.320826153
3124;16;10;0.047076078;0.280409411;-0.1842102;74.4;434.7135948;13801.26421;0.244517647;26.08672114;0.4;0.413742744;0.677807869
3125;21;8;0.001;0.208004943;0.530512357;167.4;821.8355572;19115.39174;0.575652095;29.06417538;0.9;0.391338276;0.689568521
3126;11;10;0.048700153;0.272033486;-0.956299847;82.5;428.8362137;10042.25055;0.323610112;21.21191506;0.5;0.50536682;0.547525146
3127;5;50;0.136712629;0.360045962;-16.76040163;94.5;611.8530807;75044.49869;0.490389867;55.3200683;0.1;0.593379295;0.518064221
3128;11;31;0.0465854;0.263252067;-6.456708009;75;297.9778866;50086.1414;0.418954164;41.98826118;0.1;0.4465854;0.679894334
3129;28;16;0.090378353;0.313711686;0.637873566;153.9;793.1358485;27708.61408;0.545086386;43.66763947;0.9;0.547045019;0.550901211
3130;14;20;0.223621025;0.440287692;-4.158392816;62.1;330.2880656;18393.59102;0.371000512;33.89140438;0.3;0.623621025;0.652882848
3131;16;24;0.125068148;0.348401482;-4.573878521;52.8;305.1813251;17561.86084;0.446205065;39.75884674;0.4;0.581734815;0.5992946
3132;23;16;0.001;0.095067833;-0.416305247;164.7;861.2727098;26123.74223;0.524740495;38.73629561;0.9;0.328401166;0.461122154
3133;3;19;0.18835624;0.411689573;-6.922033168;94.5;500.5123369;11083.68912;0.680633213;22.00236895;0.5;0.645022906;0.383011545
3134;1;31;0.001;0.191536208;-5.841354336;103.5;467.9239697;40930.60557;0.696423544;31.74744406;0.1;0.374869541;0.645496392
3135;43;6;0.000221648;0.216888315;3.366534305;150;784.2966767;30869.66545;0.428613611;48.92552229;1;0.400221648;0.66764954
3136;15;6;0.095782566;0.319115899;1.197043093;153;260.0556821;6570.477616;0.436713408;21.4741355;1;0.552449233;0.412763532
3137;10;17;0.001;0.065562311;-0.781747737;91.5;459.3922144;13211.40637;0.527783303;26.80123103;0.5;0.298895645;0.55559983
3138;22;12;0.001;0.203120326;-0.192120326;165;434.4489592;14127.48585;0.593170922;33.77368904;1;0.43645366;0.493282193
3139;17;18;0.001;0.17445846;-1.648855372;97.5;518.1275012;18677.80792;0.463429907;35.46684103;0.5;0.357791794;0.622660553
3140;28;12;0.077878951;0.311212284;1.712729883;68.4;602.7006737;21789.94038;0.252393675;39.56180732;0.6;0.444545618;0.657268872
3141;18;17;0.001;0.002404654;-0.010237229;204;637.7258112;19023.45159;0.702138453;35.00966822;1;0.235737987;0.408212082
3142;12;22;0.103825239;0.327158573;-4.611585727;126;619.5768068;18187.98885;0.637160836;33.93892547;0.7;0.560491906;0.449882104
3143;13;25;0.001;0.17620907;-3.25336779;69.6;194.4281695;14587.95716;0.574484843;37.65526467;0.4;0.359542403;0.642894202
3144;0;43;0.101449581;0.368116248;-15.82899865;75;643.2237885;58918.57305;0.328713323;43.4767616;0.1;0.634782914;0.116252205
3145;6;19;0.001;0.221268219;-3.537291503;36;203.9606611;15858.57534;0.417856481;25.48779316;0.2;0.454601552;0.527391076
3146;14;14;0.079133396;0.302466729;-1.563333333;139.2;652.2026053;15410.97381;0.512096755;28.24818223;0.8;0.535800063;0.426723159
3147;5;28;0.037543549;0.260876883;-6.558501637;58.5;220.5801663;15592.53782;0.572788805;32.70311991;0.3;0.494210216;0.493115104
3148;13;18;0.378689423;0.528689423;-3.618447113;50.4;160.9800079;13920.46993;0.445029797;31.49144189;0.3;0.695356089;0.723387276
3149;19;28;0.001;0.082005842;-1.507608076;138.6;695.1894187;27526.17249;0.443635546;47.19323896;0.7;0.315339175;0.293508056
3150;11;40;0.001;0.135904482;-4.683204625;78;352.9768459;24153.04005;0.441823592;51.31174925;0.4;0.369237815;0.345893096
3151;0;38;0.155936649;0.379269983;-14.41225934;31.2;614.8259578;31470.24673;0.51952615;38.39150706;0.2;0.612603316;0.263343894
3152;7;22;0.066465505;0.216465505;-3.771982577;108;717.166888;41355.55302;0.566911434;28.89541212;0.1;0.383132172;0.819654526
3153;16;25;0.203606341;0.426939675;-5.629123738;85.5;155.8810022;13298.21785;0.475468235;41.38772651;0.5;0.660273008;0.526655436
3154;30;12;0.24971603;0.48971603;5.214888547;148.8;654.2945433;23735.88371;0.233073851;41.58795012;0.8;0.673049364;0.456169836
3155;16;19;0.122228556;0.272228556;-2.016685667;126;683.2575088;20965.09816;0.688377719;34.73626041;0.6;0.438895222;0.717651016
3156;38;11;0.001;0.033154782;0.284238256;177;1116.007542;40728.44408;0.383468637;49.25773476;1;0.266488115;0.46689018
3157;13;10;0.034377843;0.251044509;-0.655199805;149.1;720.3800583;14175.0264;0.510094024;23.41213447;0.7;0.434377843;0.602115929
3158;29;20;0.062707396;0.279374062;-0.627300104;126;319.2307379;19636.39545;0.400489241;49.26288568;0.6;0.462707396;0.626470931
3159;0;24;0.001;0.01381275;-0.33150599;63;374.2087705;13143.95329;0.844268625;23.69234414;0.3;0.31381275;0.096241839
3160;0;43;0.162418408;0.385751741;-16.58732487;84;114.5231756;46824.4372;0.4964571;42.55618893;0.1;0.619085075;0.343451205
3161;15;7;0.001;0.193375226;0.104187613;159.3;926.977724;15675.49789;0.312564927;21.65869975;0.9;0.426708559;0.353551872
3162;13;17;0.163829774;0.387163108;-3.000319097;126;411.2382237;13358.01937;0.527429864;29.50700341;0.6;0.620496441;0.526371814
3163;12;28;0.211067922;0.427734589;-8.14375342;86.4;348.0014269;18970.06137;0.676338932;39.76588275;0.4;0.611067922;0.699697814
3164;23;5;0.068437601;0.285104267;2.640210143;180;882.1598181;19512.36476;0.455445501;28.30417834;1;0.468437601;0.617216804
3165;5;15;0.001;0.184304345;-2.301304315;130.2;744.9009116;11900.573;0.895207601;19.58548069;0.7;0.450971012;0.530340605
3166;1;23;0.362827235;0.586160568;-13.00719916;94.5;553.8972001;32199.87352;0.470978713;24.36640747;0.1;0.819493901;0.417215671
3167;1;42;0.001;0.121792271;-5.053879265;90;511.5858912;56338.25325;0.551719394;43.35595835;0.1;0.355125605;0.492926016
3168;13;27;0.001;0.094268012;-1.925994254;94.5;501.3032325;20516.87376;0.460818238;40.00589427;0.5;0.327601346;0.430695244
3169;3;45;0.001;0.060259695;-2.619796746;99;608.4564985;26846.05072;0.800576244;48.45449282;0.5;0.326926362;0.380234643
3170;7;31;0.001;0.204376706;-5.616859409;59.4;299.9854059;19812.67404;0.457791465;38.3838873;0.3;0.437710039;0.399240357
3171;16;4;0.48524741;0.63524741;6.422968914;165;1097.84382;16391.95475;0.653569769;20.29828911;1;0.801914076;0.725258303
3172;19;26;0.09705371;0.320387043;-4.36437597;108;480.0140515;22933.4245;0.451518936;44.61087483;0.5;0.553720377;0.553930646
3173;8;24;0.212274109;0.435607442;-7.863052408;61.2;318.382429;17030.19962;0.493878173;32.17253498;0.3;0.668940776;0.524174322
3174;18;13;0.224642893;0.447976226;0.22988113;146.4;552.0372912;15496.13706;0.34218234;31.11548109;0.8;0.681309559;0.36102209
3175;23;23;0.001;0.137510561;-1.569871446;175.2;678.9246561;26595.89001;0.595432079;45.63435624;0.8;0.370843894;0.488186363
3176;9;31;0.001;0.085720108;-2.267082865;57.6;264.8433731;19849.31481;0.601012674;39.57965566;0.3;0.269053441;0.606026591
3177;20;11;0.047070795;0.230404129;0.240303825;180;668.806945;17281.34316;0.831658952;30.82818153;1;0.430404129;0.718633052
3178;4;31;0.496807141;0.720140474;-19.89045946;62.1;206.11416;16513.88122;0.555215287;35.28163901;0.3;0.953473807;0.43174944
3179;1;30;0.38271624;0.606049574;-17.6871043;97.5;602.8008945;41691.35493;0.457337947;30.77840346;0.1;0.839382907;0.395104757
3180;7;23;0.131900011;0.355233344;-6.465400168;56.7;181.2738386;13778.12722;0.395180251;30.3580876;0.3;0.588566677;0.420194682
3181;32;11;0.001;0.001;0.021;186;1020.633619;33311.02489;0.434839735;43.27467597;1;0.106466966;0.471309146
3182;21;7;0.001;0.185751402;0.660629906;148.5;1041.293383;21934.96143;0.261508976;27.81176795;0.9;0.369084735;0.423703711
3183;5;26;0.230550474;0.453883807;-10.08989329;42.3;237.7065164;14937.04179;0.550928542;31.45616012;0.3;0.687217141;0.460750699
3184;17;19;0.272326379;0.495659713;-2.889652759;117.6;523.2981427;17502.19502;0.583171775;36.42715926;0.7;0.728993046;0.544077869
3185;12;23;0.232236455;0.455569789;-6.351267675;57.6;387.9821391;16951.92734;0.47669211;34.7729068;0.4;0.688903122;0.539780705
3186;16;28;0.240024741;0.490024741;-7.880296897;118.8;247.7099034;15518.9319;0.769584428;43.75760528;0.6;0.706691408;0.666772526
3187;15;10;0.048864636;0.272197969;-0.314010153;119.7;750.2809433;15506.53221;0.456240959;24.77444308;0.7;0.505531303;0.591895563
3188;15;16;0.001;0.064876362;-0.543949076;192;1102.486503;24763.17616;0.732360601;31.35473169;1;0.298209695;0.41504099
3189;9;48;0.045493522;0.262160189;-11.19924737;30;495.2704441;43965.34576;0.668560959;56.9704177;0.2;0.445493522;0.687127378
3190;18;31;0.001;0.007694423;-0.160277316;36.6;692.6294071;43990.17561;0.115869118;49.36185795;0.2;0.17436109;0.42118314
3191;2;25;0.035823312;0.259156645;-6.183936176;88.5;584.3362414;35981.61205;0.37309915;26.78321373;0.1;0.492489979;0.354389494
3192;6;19;0.151632759;0.374966093;-5.544559205;79.2;512.2653276;11843.68875;0.607997792;24.89599894;0.6;0.608299426;0.35128082
3193;17;16;0.145035367;0.385035367;-1.654964633;81.6;416.5506834;17163.53647;0.262374385;33.20655996;0.4;0.568368701;0.586190844
3194;13;16;0.029739735;0.253073068;-2.21088587;162;633.2157993;15421.32335;0.738959103;29.07241729;0.9;0.486406401;0.478027893
3195;6;36;0.001;0.175675026;-5.794275859;96;502.6757915;21332.63042;0.494851915;42.42115979;0.5;0.409008359;0.205338511
3196;11;32;0.001;0.05601563;-1.47891419;69;351.2906865;17996.77699;0.737544445;43.05163769;0.5;0.289348963;0.59168464
3197;2;38;0.15285073;0.376184063;-13.76595961;62.1;177.5026112;18016.71417;0.633783976;39.60606388;0.3;0.609517397;0.402117517
3198;8;22;0.001;0.21386196;-3.845515287;143.1;1022.291505;21587.46502;0.691598017;29.56176854;0.9;0.480528627;0.186062857
3199;11;19;0.212495645;0.362495645;-3.724965157;53.1;263.056227;14979.68718;0.584414996;29.93357688;0.3;0.529162311;0.777995709
3200;0;36;0.063497219;0.286830552;-10.32589987;112.5;531.3205439;47098.49296;0.479326673;35.50972317;0.1;0.520163885;0.323250767
3201;19;32;0.014268967;0.180935633;-3.935496565;96;613.7563726;70130.54268;0.288101997;50.89328379;0.1;0.2976023;0.715131942
3202;5;23;0.118817997;0.342151331;-6.717057288;106.5;627.0406054;38692.13831;0.37147068;28.12385695;0.1;0.575484664;0.508991246
3203;18;20;0.131950637;0.281950637;-1.913901274;67.2;330.6209608;17497.63986;0.512694284;37.62729777;0.4;0.448617304;0.774334075
3204;6;37;0.001;0.189487966;-6.439590847;58.5;279.079698;21666.50361;0.501827073;42.781966;0.3;0.422821299;0.382230942
3205;23;10;0.001;0.203986752;0.317480127;146.4;790.2236321;21275.36263;0.334903642;33.10751805;0.8;0.437320085;0.50781012
3206;26;17;0.13615016;0.359483493;0.332018104;126;546.697883;21813.72362;0.417682585;43.03075711;0.7;0.592816826;0.558813144
3207;25;39;0.125903813;0.349237146;-7.680986717;93.6;443.8311638;28844.95545;0.450878343;64.01811495;0.6;0.58257048;0.403051793
3208;8;44;0.001;0.209665256;-8.382610225;94.5;109.0527773;15769.02266;0.633209406;52.49948838;0.5;0.442998589;0.350434046
